N	time of count
#	s
194	28.45100000001179
195	28.618000000011993
196	28.683000000012072
197	29.184000000012684
198	29.349000000012886
199	29.47600000001304
200	29.49900000001307
201	29.682000000013293
202	29.75400000001338
203	30.297000000014044
204	30.31100000001406
205	30.398000000014168
206	30.64400000001447
207	30.89100000001477
208	30.90600000001479
209	31.010000000014916
210	31.066000000014984
211	31.092000000015016
212	31.158000000015097
213	31.220000000015173
214	31.288000000015256
215	31.53000000001555
216	32.1380000000158
217	32.274000000015484
218	32.27900000001547
219	32.355000000015295
220	32.64900000001461
221	32.707000000014474
222	32.71900000001445
223	32.840000000014165
224	32.85100000001414
225	32.90100000001402
226	32.97000000001386
227	32.98700000001382
228	33.22300000001327
229	33.27900000001314
230	33.37300000001292
231	33.50600000001261
232	33.7260000000121
233	33.95000000001158
234	34.03100000001139
235	34.045000000011356
236	34.05100000001134
237	34.09900000001123
238	34.123000000011174
239	34.149000000011114
240	34.221000000010946
241	34.31900000001072
242	34.49400000001031
243	34.5400000000102
244	34.642000000009965
245	34.694000000009844
246	35.03900000000904
247	35.11500000000886
248	35.187000000008695
249	35.2700000000085
250	35.38700000000823
251	35.43700000000811
252	35.62600000000767
253	35.76900000000734
254	35.82000000000722
255	35.84200000000717
256	35.85500000000714
257	36.341000000006005
258	36.39900000000587
259	36.52400000000558
260	36.57500000000546
261	36.63500000000532
262	36.69400000000518
263	36.82800000000487
264	37.29700000000378
265	37.392000000003556
266	37.427000000003474
267	37.7590000000027
268	37.95800000000224
269	38.07200000000197
270	38.12000000000186
271	38.2730000000015
272	38.28200000000148
273	38.3160000000014
274	38.5300000000009
275	38.63600000000066
276	39.03799999999972
277	39.164999999999424
278	39.22999999999927
279	39.5599999999985
280	40.052999999997354
281	40.33799999999669
282	40.374999999996604
283	40.65499999999595
284	40.73599999999576
285	41.09699999999492
286	41.18699999999471
287	41.20099999999468
288	41.23799999999459
289	41.283999999994485
290	41.309999999994425
291	41.32999999999438
292	41.53199999999391
293	41.703999999993506
294	41.74499999999341
295	41.76199999999337
296	41.91799999999301
297	42.07899999999263
298	42.150999999992464
299	42.167999999992425
300	42.41499999999185
301	42.53799999999156
302	42.86899999999079
303	42.92499999999066
304	43.0809999999903
305	43.244999999989915
306	43.25999999998988
307	43.43199999998948
308	43.58099999998913
309	43.729999999988785
310	43.75899999998872
311	43.8099999999886
312	43.8959999999884
313	44.08699999998795
314	44.16199999998778
315	44.214999999987654
316	44.342999999987356
317	44.40499999998721
318	44.44699999998711
319	44.497999999986995
320	44.939999999985965
321	45.07099999998566
322	45.23899999998527
323	45.25499999998523
324	45.43399999998481
325	45.46099999998475
326	45.71799999998415
327	45.79899999998396
328	46.10999999998324
329	46.132999999983184
330	46.18699999998306
331	46.243999999982925
332	46.28399999998283
333	46.329999999982725
334	46.37199999998263
335	46.61199999998207
336	47.06499999998101
337	47.21899999998065
338	47.376999999980285
339	47.40199999998023
340	47.402999999980224
341	47.56799999997984
342	47.70599999997952
343	47.72299999997948
344	47.805999999979285
345	47.8849999999791
346	47.99699999997884
347	48.13099999997853
348	48.23399999997829
349	48.393999999977915
350	48.496999999977675
351	48.5729999999775
352	48.62299999997738
353	48.85499999997684
354	49.01699999997646
355	49.19099999997606
356	49.22699999997597
357	49.3019999999758
358	49.74899999997476
359	49.753999999974745
360	49.75499999997474
361	49.7739999999747
362	49.96299999997426
363	49.967999999974246
364	50.02099999997412
365	50.023999999974116
366	50.02799999997411
367	50.24899999997359
368	50.55099999997289
369	50.69999999997254
370	50.95199999997195
371	50.98899999997187
372	51.08699999997164
373	51.336999999971056
374	51.33799999997105
375	51.41799999997087
376	51.47999999997072
377	51.84099999996988
378	51.92699999996968
379	52.079999999969324
380	52.12499999996922
381	52.29199999996883
382	52.589999999968136
383	52.64099999996802
384	52.77999999996769
385	52.84899999996753
386	53.520999999965966
387	53.56999999996585
388	54.100999999964614
389	54.24299999996428
390	54.335999999964066
391	54.36799999996399
392	54.40299999996391
393	54.41199999996389
394	54.481999999963726
395	54.48799999996371
396	54.511999999963656
397	54.589999999963474
398	54.69499999996323
399	54.71699999996318
400	54.73399999996314
401	55.009999999962496
402	55.13199999996221
403	55.21499999996202
404	55.31399999996179
405	55.426999999961524
406	55.902999999960414
407	56.44199999995916
408	56.54099999995893
409	56.5539999999589
410	56.554999999958895
411	56.61599999995875
412	56.78599999995836
413	56.96499999995794
414	56.991999999957876
415	57.03199999995778
416	57.086999999957655
417	57.34199999995706
418	57.44599999995682
419	57.45799999995679
420	57.46099999995678
421	57.57399999995652
422	57.70799999995621
423	57.871999999955825
424	57.87999999995581
425	58.05999999995539
426	58.2699999999549
427	58.292999999954844
428	58.399999999954595
429	58.52299999995431
430	58.52999999995429
431	58.553999999954236
432	58.59399999995414
433	58.656999999953996
434	58.78699999995369
435	58.802999999953656
436	59.094999999952975
437	59.22499999995267
438	59.26599999995258
439	59.266999999952574
440	59.31999999995245
441	59.519999999951985
442	59.528999999951964
443	59.54399999995193
444	59.733999999951486
445	59.83899999995124
446	59.95399999995097
447	60.004999999950854
448	60.012999999950836
449	60.07599999995069
450	60.15399999995051
451	60.24699999995029
452	60.41099999994991
453	60.4129999999499
454	60.86599999994885
455	61.162999999948156
456	61.20399999994806
457	61.24999999994795
458	61.38399999994764
459	61.398999999947605
460	61.4019999999476
461	61.58699999994717
462	61.98099999994625
463	62.12599999994591
464	62.162999999945825
465	62.333999999945426
466	62.466999999945116
467	62.53299999994496
468	62.63599999994472
469	62.746999999944464
470	62.754999999944445
471	63.08699999994367
472	63.30999999994315
473	63.43099999994287
474	63.895999999941786
475	64.0139999999416
476	64.04199999994174
477	64.07199999994188
478	64.48799999994387
479	64.58399999994433
480	64.82099999994546
481	64.94099999994603
482	65.27399999994762
483	65.29599999994772
484	65.8139999999502
485	65.94499999995082
486	66.60599999995398
487	66.7359999999546
488	66.75099999995467
489	66.88599999995532
490	66.89799999995537
491	66.98999999995581
492	67.06299999995616
493	67.07299999995621
494	67.26099999995711
495	67.4689999999581
496	67.66799999995905
497	67.71599999995928
498	67.7829999999596
499	67.86499999995999
500	67.96099999996045
501	68.00699999996067
502	68.23999999996178
503	68.285999999962
504	68.42599999996267
505	68.57199999996337
506	68.70799999996402
507	68.81299999996452
508	68.86799999996478
509	69.02699999996554
510	69.03499999996558
511	69.05299999996566
512	69.08499999996582
513	69.13599999996606
514	69.21399999996643
515	69.27799999996674
516	69.67799999996865
517	69.68599999996869
518	69.6889999999687
519	69.69399999996872
520	69.76599999996907
521	69.80199999996924
522	70.08999999997062
523	70.34399999997183
524	70.42599999997222
525	70.51599999997265
526	70.53699999997275
527	70.76499999997384
528	71.18899999997586
529	71.2609999999762
530	71.36199999997669
531	71.61199999997788
532	71.61899999997792
533	71.64599999997805
534	71.82899999997892
535	71.91899999997935
536	72.10699999998025
537	72.19899999998069
538	72.66099999998289
539	72.76599999998339
540	72.81399999998362
541	73.55899999998718
542	73.61499999998745
543	73.78299999998825
544	73.87299999998868
545	74.02899999998942
546	74.15999999999005
547	74.18599999999017
548	74.20899999999028
549	74.21899999999033
550	74.2969999999907
551	74.37299999999107
552	74.48899999999162
553	74.5059999999917
554	74.50999999999172
555	74.56199999999197
556	74.66099999999244
557	74.75899999999291
558	74.81199999999316
559	74.8819999999935
560	75.03699999999424
561	75.08099999999445
562	75.08499999999447
563	75.30999999999554
564	75.71799999999749
565	75.77999999999778
566	75.81999999999798
567	76.0559999999991
568	76.27900000000017
569	76.85400000000291
570	77.082000000004
571	77.12800000000422
572	77.13200000000424
573	77.3130000000051
574	77.41400000000559
575	77.62200000000658
576	77.65300000000673
577	77.69100000000691
578	77.70800000000699
579	77.74300000000716
580	77.79000000000738
581	77.87200000000777
582	78.04800000000861
583	78.22800000000947
584	78.2540000000096
585	78.2750000000097
586	78.30800000000986
587	78.45100000001054
588	78.48300000001069
589	78.53000000001092
590	78.66000000001154
591	78.98000000001306
592	79.06000000001345
593	79.06300000001346
594	79.21500000001419
595	79.32100000001469
596	79.44600000001529
597	79.65200000001627
598	79.7200000000166
599	79.804000000017
600	79.83000000001712
601	79.91500000001753
602	80.02800000001807
603	80.03800000001812
604	80.0780000000183
605	80.21000000001894
606	80.42400000001996
607	80.51100000002037
608	80.69200000002124
609	80.71300000002134
610	80.93000000002237
611	81.06700000002303
612	81.23200000002382
613	81.270000000024
614	81.36000000002443
615	81.41200000002468
616	81.45000000002486
617	81.5630000000254
618	81.84400000002674
619	82.0250000000276
620	82.03000000002763
621	82.04800000002771
622	82.12000000002806
623	82.18100000002835
624	82.59300000003032
625	82.69300000003079
626	82.86400000003161
627	82.94800000003201
628	82.99900000003225
629	83.26300000003351
630	83.71000000003565
631	84.07200000003738
632	84.19500000003796
633	84.27800000003836
634	84.51400000003949
635	84.5370000000396
636	84.63500000004007
637	84.96800000004166
638	84.98100000004172
639	85.01700000004189
640	85.1650000000426
641	85.23300000004292
642	85.23400000004293
643	85.23500000004293
644	85.39200000004368
645	85.56000000004448
646	85.90200000004612
647	85.94600000004633
648	86.0030000000466
649	86.51200000004903
650	86.91900000005097
651	87.00100000005136
652	87.19200000005227
653	87.20800000005235
654	87.27300000005266
655	87.41200000005333
656	87.78700000005512
657	87.97400000005601
658	88.00500000005616
659	88.14900000005684
660	88.1620000000569
661	88.19900000005708
662	88.5180000000586
663	88.52500000005864
664	88.56800000005884
665	88.68000000005938
666	88.73800000005966
667	88.77600000005984
668	88.94800000006066
669	89.16800000006171
670	89.51800000006338
671	89.59200000006373
672	89.62100000006387
673	89.71600000006433
674	89.99900000006568
675	90.0880000000661
676	90.23000000006678
677	90.27300000006699
678	90.4430000000678
679	90.46900000006792
680	90.56700000006839
681	90.68300000006894
682	90.89000000006993
683	90.96400000007029
684	90.99700000007044
685	91.02600000007058
686	91.27700000007178
687	91.35300000007214
688	91.58600000007326
689	92.02000000007533
690	92.17600000007607
691	92.18700000007613
692	92.35800000007694
693	92.65500000007836
694	92.89600000007951
695	92.90600000007956
696	92.97100000007987
697	93.1240000000806
698	93.21600000008104
699	93.22000000008106
700	93.62900000008301
701	94.18400000008566
702	94.19000000008569
703	94.57100000008751
704	94.89100000008904
705	95.0300000000897
706	95.04400000008977
707	95.44700000009169
708	95.56200000009224
709	95.73800000009308
710	96.13600000009498
711	96.23200000009544
712	96.28100000009567
713	96.29200000009573
714	96.50400000009674
715	96.75300000009793
716	96.77900000009805
717	96.80600000009818
718	96.90000000009863
719	97.0200000000992
720	97.02400000009922
721	97.03200000009926
722	97.04600000009933
723	97.05000000009935
724	97.1860000001
725	97.23600000010023
726	97.32300000010065
727	97.40300000010103
728	97.49400000010147
729	97.55900000010178
730	97.8980000001034
731	97.96900000010373
732	98.0050000001039
733	98.026000000104
734	98.18300000010476
735	99.1990000001096
736	99.4060000001106
737	99.41800000011065
738	99.48000000011095
739	99.68100000011191
740	99.700000000112
741	100.06000000011372
742	100.13800000011409
743	100.34400000011507
744	100.65500000011656
745	100.73500000011694
746	100.74900000011701
747	100.7680000001171
748	100.86300000011755
749	101.08700000011862
750	101.2700000001195
751	101.29400000011961
752	101.48400000012052
753	101.82500000012215
754	101.83500000012219
755	101.9420000001227
756	101.95600000012277
757	101.99400000012295
758	102.01600000012306
759	102.37800000012479
760	102.40900000012493
761	102.45800000012517
762	102.55800000012565
763	102.58100000012575
764	102.58700000012578
765	102.5890000001258
766	102.80400000012682
767	103.06800000012808
768	103.27600000012907
769	103.31800000012927
770	103.40200000012968
771	103.61100000013067
772	103.64600000013084
773	103.6990000001311
774	103.92100000013215
775	103.98900000013248
776	104.30000000013396
777	104.36800000013429
778	104.42800000013457
779	104.59100000013535
780	104.60400000013541
781	104.6630000001357
782	104.7490000001361
783	104.75100000013612
784	104.7680000001362
785	104.88100000013674
786	105.09000000013774
787	105.20300000013827
788	105.2490000001385
789	105.29600000013872
790	105.33700000013891
791	105.356000000139
792	106.19700000014302
793	106.23800000014322
794	106.36900000014384
795	106.40500000014401
796	106.49700000014445
797	106.56500000014478
798	106.74600000014564
799	106.78400000014582
800	107.05900000014714
801	107.08000000014724
802	107.10200000014734
803	107.45100000014901
804	107.48300000014916
805	107.55900000014952
806	107.58000000014962
807	107.58700000014966
808	107.72800000015033
809	108.51100000015407
810	108.6220000001546
811	108.74500000015519
812	108.78500000015538
813	109.1450000001571
814	109.19000000015731
815	109.20100000015736
816	109.68400000015967
817	109.68500000015968
818	109.92500000016082
819	109.94700000016093
820	109.95300000016096
821	110.05000000016142
822	110.24200000016234
823	110.45400000016335
824	110.53500000016373
825	110.66700000016436
826	110.78200000016491
827	111.02700000016608
828	111.07400000016631
829	111.1570000001667
830	111.21300000016697
831	111.3450000001676
832	111.62900000016896
833	111.63100000016897
834	111.76500000016961
835	111.85000000017001
836	111.87200000017012
837	112.01200000017079
838	112.17000000017154
839	112.49300000017308
840	112.57700000017348
841	112.73600000017424
842	112.81600000017463
843	112.93300000017518
844	112.98400000017543
845	113.12900000017612
846	113.16300000017628
847	113.23800000017664
848	113.29800000017693
849	113.38300000017733
850	113.84400000017953
851	113.88200000017972
852	113.89500000017978
853	114.0870000001807
854	114.2570000001815
855	114.26800000018156
856	114.31600000018179
857	114.44100000018238
858	114.4640000001825
859	114.53300000018282
860	114.55700000018294
861	114.84900000018433
862	115.24200000018621
863	115.77500000018875
864	116.07500000019019
865	116.18800000019073
866	116.46600000019205
867	116.69800000019316
868	116.79800000019364
869	116.88300000019404
870	117.05900000019489
871	117.39000000019647
872	117.66100000019776
873	117.68700000019788
874	117.74600000019817
875	117.8150000001985
876	117.89500000019888
877	117.89700000019889
878	117.99900000019937
879	118.07500000019974
880	118.12200000019996
881	118.24900000020057
882	118.44000000020148
883	118.47000000020162
884	118.49600000020175
885	118.53200000020192
886	118.56700000020209
887	118.68300000020264
888	118.75200000020297
889	118.78900000020315
890	119.4490000002063
891	119.64800000020725
892	119.81500000020804
893	119.91300000020851
894	120.39500000021081
895	120.6010000002118
896	121.18400000021458
897	121.58400000021649
898	121.63000000021671
899	121.74000000021724
900	121.79300000021749
901	121.92600000021812
902	122.41500000022046
903	122.5480000002211
904	122.59700000022133
905	122.74500000022203
906	122.85000000022254
907	122.93600000022295
908	123.03300000022341
909	123.17100000022407
910	123.27000000022454
911	123.30900000022473
912	123.35000000022492
913	123.42500000022528
914	123.47500000022552
915	123.9110000002276
916	124.0360000002282
917	124.19400000022895
918	124.5390000002306
919	124.66200000023119
920	124.72100000023147
921	124.73000000023151
922	124.75600000023164
923	124.7890000002318
924	125.00300000023282
925	125.18000000023366
926	125.24100000023395
927	125.37200000023458
928	125.49300000023516
929	125.60100000023567
930	125.75900000023643
931	125.86000000023691
932	125.96500000023741
933	126.09200000023802
934	126.55900000024025
935	126.58000000024035
936	126.94400000024208
937	127.13000000024297
938	127.16300000024313
939	127.46700000024458
940	127.50100000024474
941	127.59800000024521
942	127.6160000002453
943	127.8490000002464
944	127.9120000002467
945	128.0140000002472
946	128.09500000024758
947	128.2040000002481
948	128.20700000024812
949	128.26000000024837
950	128.27000000024842
951	128.64700000025022
952	128.80800000025098
953	128.8320000002511
954	128.89100000025138
955	129.19500000025283
956	129.26600000025317
957	129.35100000025358
958	129.49000000025424
959	129.95600000025647
960	129.97300000025655
961	130.00900000025672
962	130.18100000025754
963	130.72100000026012
964	131.40000000026336
965	131.4080000002634
966	131.48300000026376
967	131.57100000026418
968	131.58900000026426
969	131.62600000026444
970	131.6830000002647
971	131.70800000026483
972	132.04400000026644
973	132.19100000026714
974	132.25900000026746
975	132.32300000026777
976	132.38700000026807
977	132.4120000002682
978	132.4360000002683
979	132.50800000026865
980	132.51000000026866
981	132.64800000026932
982	132.67000000026943
983	132.73300000026973
984	132.80500000027007
985	132.8130000002701
986	132.86400000027035
987	133.03200000027115
988	133.1040000002715
989	133.10800000027152
990	133.3970000002729
991	133.84200000027502
992	134.05000000027601
993	134.25100000027697
994	134.26700000027705
995	134.31100000027726
996	134.34800000027744
997	134.35000000027745
998	134.5510000002784
999	134.7170000002792
1000	134.7360000002793
