0,000999999999905
0,000999999999991
0,000999999999991
0,000999999999998
0,000999999999998
0,000999999999998
0,001000000000005
0,001000000000005
0,001000000000005
0,001999999999981
0,001999999999995
0,001999999999995
0,002000000000000
0,002000000000002
0,002000000000010
0,002000000000010
0,002000000000010
0,003000000000000
0,003000000000000
0,003000000000000
0,003000000000000
0,003000000000014
0,003000000000100
0,003999999999991
0,003999999999991
0,003999999999998
0,004000000000000
0,004000000000005
0,004000000000005
0,004000000000005
0,004000000000005
0,004000000000019
0,004999999999995
0,004999999999995
0,004999999999995
0,004999999999999
0,005000000000003
0,005000000000003
0,006000000000000
0,006000000000000
0,006000000000000
0,006000000000000
0,006000000000000
0,006000000000000
0,006999999999898
0,006999999999991
0,007000000000001
0,007000000000005
0,007000000000104
0,007999999999981
0,007999999999996
0,007999999999996
0,008000000000000
0,008000000000003
0,008000000000003
0,008000000000003
0,008000000000010
0,008000000000010
0,008999999999894
0,008999999999901
0,008999999999990
0,009000000000000
0,009000000000000
0,009000000000000
0,009000000000000
0,009999999999991
0,009999999999991
0,010000000000005
0,010000000000090
0,010000000000105
0,010000000000105
0,010999999999996
0,011000000000003
0,011000000000010
0,011000000000095
0,011000000000095
0,011999999999901
0,011999999999993
0,012000000000000
0,012000000000001
0,012000000000001
0,012000000000001
0,012000000000001
0,012999999999991
0,012999999999998
0,013000000000005
0,013000000000005
0,013000000000105
0,013000000000105
0,013999999999903
0,013999999999996
0,013999999999996
0,014000000000000
0,014000000000003
0,014000000000010
0,014000000000095
0,014000000000991
0,014999999999901
0,014999999999990
0,015000000000001
0,015000000000001
0,015000000000001
0,015000000000001
0,015000000000001
0,015999999999998
0,016000000000005
0,016000000000091
0,016000000000986
0,016999999999904
0,016999999999904
0,016999999999996
0,016999999999996
0,016999999999996
0,017000000000000
0,017000000000000
0,017000000000003
0,017000000000003
0,017000000000010
0,017000000000095
0,018000000000001
0,018000000000001
0,018000000000001
0,018000000000001
0,018000000000010
0,018000000000100
0,018000000000100
0,018999999999998
0,019000000000000
0,019000000000006
0,019000000000006
0,019000000000105
0,019000000001000
0,019999999999897
0,021000000000000
0,021000000000000
0,021000000000001
0,021000000000001
0,021000000000001
0,021000000000001
0,021000000000001
0,021000000000100
0,021000000000100
0,021000000000100
0,021000000000100
0,021999999999899
0,021999999999899
0,021999999999991
0,022000000000006
0,022000000000006
0,022000000000006
0,022000000000091
0,022000000001000
0,022999999999897
0,022999999999904
0,022999999999996
0,022999999999996
0,023000000000003
0,023000000000096
0,023000000000195
0,023999999999901
0,023999999999901
0,024000000000001
0,024000000000001
0,024000000000001
0,024000000000001
0,024000000000001
0,024000000001024
0,024999999999999
0,025000000000006
0,025000000000006
0,025999999999996
0,025999999999996
0,025999999999996
0,025999999999996
0,026000000000003
0,026000000000096
0,026000000000096
0,026000000000096
0,026000000000096
0,026000000000099
0,026000000000195
0,026999999999902
0,026999999999902
0,027000000000101
0,027000000000101
0,028000000000091
0,029000000000004
0,029000000000096
0,029000000000096
0,030000000000001
0,030000000000101
0,030999999999992
0,031000000000000
0,031000000000001
0,031000000000010
0,031000000000105
0,031000000000205
0,031999999999897
0,032000000000000
0,032000000000010
0,032000000000011
0,032000000000110
0,032000000000195
0,033000000000000
0,033000000000001
0,033000000000101
0,033000000000200
0,033000000000996
0,033999999999992
0,033999999999999
0,034000000000006
0,034999999999904
0,034999999999997
0,035000000000004
0,035000000000196
0,035000000001006
0,035999999999902
0,036000000000001
0,036000000000001
0,036000000000101
0,036000000000200
